or_id,status
or_31008838,delivered
or_31008839,delivered
or_31008840,delivered
or_31008841,returned
or_31008841,returned
or_31008842,delivered
or_31008843,delivered
or_31008844,delivered
or_31008845,delivered
or_31008846,delivered
or_31008847,delivered
or_31008848,delivered
or_31008849,delivered
or_31008850,delivered
or_31008851,delivered
or_31008852,delivered
or_31008853,delivered
or_31008854,delivered
or_31008855,delivered
or_31008856,delivered
or_31008857,delivered
or_31008858,delivered
or_31008859,delivered
or_31008860,returned
or_31008861,returned
or_31008862,delivered
or_31008863,returned
or_31008864,returned
or_31008865,delivered
or_31008866,delivered
or_31008867,delivered
or_31008868,delivered
or_31008869,delivered
or_31008870,delivered
or_31008871,delivered
or_31008872,delivered
or_31008873,delivered
or_31008874,delivered
or_31008875,delivered
or_31008876,delivered
or_31008877,delivered
or_31008878,delivered
or_31008879,delivered
or_31008880,delivered
or_31008881,returned
or_31008882,delivered
or_31008883,delivered
or_31008884,delivered
or_31008885,delivered
or_31008886,delivered
or_31008887,delivered
or_31008888,returned
or_31008889,returned
or_31008890,delivered
or_31008891,delivered
or_31008892,delivered
or_31008893,delivered
or_31008894,delivered
or_31008895,delivered
or_31008896,delivered
or_31008897,delivered
or_31008898,delivered
or_31008899,delivered
or_31008900,delivered
or_31008901,delivered
or_31008902,returned
or_31008903,delivered
or_31008904,delivered
or_31008905,delivered
or_31008906,delivered
or_31008907,delivered
or_31008908,delivered
or_31008909,delivered
or_31008910,returned
or_31008911,delivered
or_31008912,delivered
or_31008913,delivered
or_31008914,delivered
or_31008915,delivered
or_31008916,delivered
or_31008917,delivered
or_31008918,delivered
or_31008919,delivered
or_31008920,delivered
or_31008921,returned
or_31008922,delivered
or_31008923,delivered
or_31008924,delivered
or_31008925,returned
or_31008926,delivered
or_31008927,delivered
or_31008928,delivered
or_31008929,returned
or_31008930,delivered
or_31008931,returned
or_31008932,returned
or_31008933,delivered
or_31008934,delivered
or_31008935,delivered
or_31008936,delivered
or_31008937,returned
or_31008937,returned
or_31008938,delivered
or_31008939,delivered
or_31008940,delivered
or_31008941,delivered
or_31008942,returned
or_31008943,delivered
or_31008944,delivered
or_31008945,delivered
or_31008946,delivered
or_31008947,delivered
or_31008948,delivered
or_31008949,delivered
or_31008950,delivered
or_31008951,delivered
or_31008952,delivered
or_31008953,delivered
or_31008954,delivered
or_31008955,delivered
or_31008956,returned
or_31008957,delivered
or_31008958,delivered
or_31008959,delivered
or_31008960,delivered
or_31008961,delivered
or_31008962,delivered
or_31008963,delivered
or_31008964,delivered
or_31008965,delivered
or_31008966,delivered
or_31008967,delivered
or_31008968,delivered
or_31008969,delivered
or_31008970,delivered
or_31008971,returned
or_31008972,delivered
or_31008973,delivered
or_31008974,delivered
or_31008975,delivered
or_31008976,delivered
or_31008977,returned
or_31008978,delivered
or_31008979,delivered
or_31008980,delivered
or_31008981,delivered
or_31008982,returned
or_31008983,delivered
or_31008984,delivered
or_31008985,delivered
or_31008986,delivered
or_31008987,delivered
or_31008988,delivered
or_31008989,delivered
or_31008990,delivered
or_31008991,delivered
or_31008992,returned
or_31008993,delivered
or_31008994,delivered
or_31008995,delivered
or_31008996,delivered
or_31008997,delivered
or_31008998,returned
or_31008998,returned
or_31008999,delivered
or_31009000,delivered
or_31009001,delivered
or_31009002,delivered
or_31009003,delivered
or_31009004,delivered
or_31009005,delivered
or_31009006,delivered
or_31009007,delivered
or_31009008,delivered
or_31009009,returned
or_31009010,returned
or_31009011,delivered
or_31009012,returned
or_31009013,delivered
or_31009014,delivered
or_31009015,delivered
or_31009016,delivered
or_31009017,delivered
or_31009018,returned
or_31009019,delivered
or_31009020,delivered
or_31009021,delivered
or_31009022,delivered
or_31009023,returned
or_31009024,delivered
or_31009025,returned
or_31009026,delivered
or_31009027,delivered
or_31009028,delivered
or_31009029,delivered
or_31009030,delivered
or_31009031,delivered
or_31009032,delivered
or_31009033,delivered
or_31009034,delivered
or_31009035,delivered
or_31009036,delivered
or_31009037,delivered
or_31009038,delivered
or_31009039,delivered
or_31009040,delivered
or_31009041,returned
or_31009042,delivered
or_31009043,delivered
or_31009044,delivered
or_31009045,delivered
or_31009046,delivered
or_31009047,delivered
or_31009048,delivered
or_31009049,delivered
or_31009050,delivered
or_31009051,delivered
or_31009052,delivered
or_31009053,delivered
or_31009054,delivered
or_31009055,delivered
or_31009056,delivered
or_31009057,delivered
or_31009058,delivered
or_31009059,delivered
or_31009060,returned
or_31009061,returned
or_31009062,delivered
or_31009063,delivered
or_31009064,delivered
or_31009065,delivered
or_31009066,delivered
or_31009067,delivered
or_31009068,delivered
or_31009069,delivered
or_31009070,delivered
or_31009071,delivered
or_31009072,delivered
or_31009073,delivered
or_31009074,returned
or_31009075,delivered
or_31009076,delivered
or_31009077,delivered
or_31009078,returned
or_31009079,delivered
or_31009080,returned
or_31009081,delivered
or_31009082,returned
or_31009083,delivered
or_31009084,delivered
or_31009085,delivered
or_31009086,delivered
or_31009087,delivered
or_31009088,returned
or_31009089,delivered
or_31009090,delivered
or_31009091,delivered
or_31009092,returned
or_31009093,returned
or_31009094,returned
or_31009095,delivered
or_31009096,delivered
or_31009097,delivered
or_31009098,delivered
or_31009099,delivered
or_31009100,returned
or_31009101,returned
or_31009102,delivered
or_31009103,delivered
or_31009104,delivered
or_31009105,returned
or_31009105,returned
or_31009106,delivered
or_31009107,delivered
or_31009108,returned
or_31009108,returned
or_31009109,delivered
or_31009110,delivered
or_31009111,delivered
or_31009112,delivered
or_31009113,delivered
or_31009114,returned
or_31009115,delivered
or_31009116,delivered
or_31009117,delivered
or_31009118,delivered
or_31009119,returned
or_31009120,returned
or_31009120,returned
or_31009121,delivered
or_31009122,delivered
or_31009123,delivered
or_31009124,delivered
or_31009125,delivered
or_31009126,returned
or_31009127,delivered
or_31009128,delivered
or_31009129,delivered
or_31009130,delivered
or_31009131,delivered
or_31009132,delivered
or_31009133,delivered
or_31009134,delivered
or_31009135,delivered
or_31009136,delivered
or_31009137,delivered
or_31009138,delivered
or_31009139,returned
or_31009140,returned
or_31009141,returned
or_31009142,delivered
or_31009143,delivered
or_31009144,delivered
or_31009145,delivered
or_31009146,delivered
or_31009147,delivered
or_31009148,delivered
or_31009149,returned
or_31009150,delivered
or_31009151,delivered
or_31009152,delivered
or_31009153,delivered
or_31009154,delivered
or_31009155,delivered
or_31009156,returned
or_31009157,delivered
or_31009158,delivered
or_31009159,returned
or_31009160,delivered
or_31009161,delivered
or_31009162,returned
or_31009163,returned
or_31009164,returned
or_31009165,delivered
or_31009166,delivered
or_31009167,delivered
or_31009168,delivered
or_31009169,delivered
or_31009170,delivered
or_31009171,delivered
or_31009172,delivered
or_31009173,returned
or_31009174,delivered
or_31009175,delivered
or_31009176,delivered
or_31009177,delivered
or_31009178,delivered
or_31009179,returned
or_31009180,delivered
or_31009181,delivered
or_31009182,delivered
or_31009183,delivered
or_31009184,delivered
or_31009185,delivered
or_31009186,delivered
or_31009187,delivered
or_31009188,delivered
or_31009189,returned
or_31009190,delivered
or_31009191,delivered
or_31009192,delivered
or_31009193,delivered
or_31009194,returned
or_31009195,delivered
or_31009196,delivered
or_31009197,delivered
or_31009198,returned
or_31009199,returned
or_31009200,delivered
or_31009201,delivered
or_31009202,delivered
or_31009203,delivered
or_31009204,delivered
or_31009205,delivered
or_31009206,delivered
or_31009207,delivered
or_31009208,delivered
or_31009209,returned
or_31009210,delivered
or_31009211,delivered
or_31009212,delivered
or_31009213,delivered
or_31009214,delivered
or_31009215,delivered
or_31009216,delivered
or_31009217,delivered
or_31009218,delivered
or_31009219,delivered
or_31009220,delivered
or_31009221,delivered
or_31009222,delivered
or_31009223,delivered
or_31009224,delivered
or_31009225,returned
or_31009226,delivered
or_31009227,delivered
or_31009228,delivered
or_31009229,delivered
or_31009230,delivered
or_31009231,delivered
or_31009232,returned
or_31009233,delivered
or_31009234,delivered
or_31009235,returned
or_31009236,delivered
or_31009237,returned
or_31009238,delivered
or_31009239,delivered
or_31009240,delivered
or_31009241,delivered
or_31009242,delivered
or_31009243,returned
or_31009244,delivered
or_31009245,delivered
or_31009246,delivered
or_31009247,delivered
or_31009248,delivered
or_31009249,delivered
or_31009250,delivered
or_31009251,delivered
or_31009252,delivered
or_31009253,delivered
or_31009254,delivered
or_31009255,delivered
or_31009256,returned
or_31009257,delivered
or_31009258,delivered
or_31009259,delivered
or_31009260,delivered
or_31009261,delivered
or_31009262,delivered
or_31009263,delivered
or_31009264,delivered
or_31009265,returned
or_31009266,delivered
or_31009267,returned
or_31009268,delivered
or_31009269,delivered
or_31009270,delivered
or_31009271,delivered
or_31009272,delivered
or_31009273,delivered
or_31009274,delivered
or_31009275,delivered
or_31009276,delivered
or_31009277,delivered
or_31009278,delivered
or_31009279,delivered
or_31009280,delivered
or_31009281,delivered
or_31009282,delivered
or_31009283,delivered
or_31009284,returned
or_31009285,delivered
or_31009286,delivered
or_31009287,delivered
or_31009288,delivered
or_31009289,delivered
or_31009290,delivered
or_31009291,delivered
or_31009292,delivered
or_31009293,delivered
or_31009294,delivered
or_31009295,delivered
or_31009296,delivered
or_31009297,delivered
or_31009298,delivered
or_31009299,delivered
or_31009300,returned
or_31009301,delivered
or_31009302,returned
or_31009303,delivered
or_31009304,delivered
or_31009305,delivered
or_31009306,delivered
or_31009307,delivered
or_31009308,returned
or_31009309,delivered
or_31009310,delivered
or_31009311,delivered
or_31009312,returned
or_31009313,delivered
or_31009314,delivered
or_31009315,delivered
or_31009316,delivered
or_31009317,delivered
or_31009318,delivered
or_31009319,delivered
or_31009320,delivered
or_31009321,delivered
or_31009322,delivered
or_31009323,returned
or_31009324,delivered
or_31009325,returned
or_31009326,delivered
or_31009327,delivered
or_31009328,delivered
or_31009329,delivered
or_31009330,returned
or_31009331,delivered
or_31009332,delivered
or_31009333,returned
or_31009334,delivered
or_31009335,delivered
or_31009336,delivered
or_31009337,delivered
or_31009338,delivered
or_31009339,delivered
or_31009340,delivered
or_31009341,delivered
or_31009342,delivered
or_31009343,delivered
or_31009344,delivered
or_31009345,delivered
or_31009346,delivered
or_31009347,returned
or_31009348,delivered
or_31009349,delivered
or_31009350,delivered
or_31009351,delivered
or_31009352,delivered
or_31009353,delivered
or_31009354,delivered
or_31009355,returned
or_31009356,returned
or_31009357,returned
or_31009358,delivered
or_31009359,delivered
or_31009360,delivered
or_31009361,delivered
or_31009362,delivered
or_31009363,delivered
or_31009364,returned
or_31009365,delivered
or_31009366,returned
or_31009367,delivered
or_31009368,delivered
or_31009369,delivered
or_31009370,delivered
or_31009371,delivered
or_31009372,returned
or_31009373,delivered
or_31009374,delivered
or_31009375,delivered
or_31009376,delivered
or_31009377,delivered
